,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__alpha,params,split0_test_AUC-ROC,split1_test_AUC-ROC,split2_test_AUC-ROC,split3_test_AUC-ROC,split4_test_AUC-ROC,mean_test_AUC-ROC,std_test_AUC-ROC,rank_test_AUC-ROC,split0_test_AUC-PRC,split1_test_AUC-PRC,split2_test_AUC-PRC,split3_test_AUC-PRC,split4_test_AUC-PRC,mean_test_AUC-PRC,std_test_AUC-PRC,rank_test_AUC-PRC,split0_test_NLL,split1_test_NLL,split2_test_NLL,split3_test_NLL,split4_test_NLL,mean_test_NLL,std_test_NLL,rank_test_NLL
0,0.0886110782623291,0.0526200117223603,0.01568880081176758,0.009453372493935217,0.01,{'estimator__alpha': 0.01},0.7275396550351213,0.7013706404135361,0.7596108013777061,0.7171035837125148,0.7630101035434058,0.7337269568164568,0.024037581156826207,1,0.3943928705067018,0.3668261839195309,0.43855176395641116,0.39119374861645895,0.44245925000932657,0.40668476340168586,0.029240684481551614,1,-0.6628859621551451,-0.6443593033262274,-0.6025189061743752,-0.6020652600986598,-0.5721925782029592,-0.6168044019914734,0.03254017606252425,1
1,0.04763283729553223,0.005112281596109624,0.00977025032043457,0.0024576916839238105,0.1,{'estimator__alpha': 0.1},0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,0.1857495881383855,0.1857495881383855,0.1857495881383855,0.18616144975288304,0.18616144975288304,0.1859143327841845,0.0002017701600315734,2,-0.6931472554830891,-0.6931472554830891,-0.6931472554830891,-0.6931471057350111,-0.6931471057350111,-0.693147195583858,7.336127618201391e-08,2
2,0.06528801918029785,0.024222634551221558,0.012125587463378907,0.0043639011786415416,1.0,{'estimator__alpha': 1.0},0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,0.1857495881383855,0.1857495881383855,0.1857495881383855,0.18616144975288304,0.18616144975288304,0.1859143327841845,0.0002017701600315734,2,-0.6931472554830891,-0.6931472554830891,-0.6931472554830891,-0.6931471057350111,-0.6931471057350111,-0.693147195583858,7.336127618201391e-08,2
3,0.08469467163085938,0.0346957097147263,0.012377357482910157,0.0038396800774144735,5.0,{'estimator__alpha': 5.0},0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,0.1857495881383855,0.1857495881383855,0.1857495881383855,0.18616144975288304,0.18616144975288304,0.1859143327841845,0.0002017701600315734,2,-0.6931472554830891,-0.6931472554830891,-0.6931472554830891,-0.6931471057350111,-0.6931471057350111,-0.693147195583858,7.336127618201391e-08,2
