,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__h_dim,param_estimator__k,param_estimator__lambda_,param_estimator__num_experts,param_estimator__num_layers,params,split0_test_AUC-ROC,split1_test_AUC-ROC,split2_test_AUC-ROC,split3_test_AUC-ROC,split4_test_AUC-ROC,mean_test_AUC-ROC,std_test_AUC-ROC,rank_test_AUC-ROC,split0_test_AUC-PRC,split1_test_AUC-PRC,split2_test_AUC-PRC,split3_test_AUC-PRC,split4_test_AUC-PRC,mean_test_AUC-PRC,std_test_AUC-PRC,rank_test_AUC-PRC,split0_test_NLL,split1_test_NLL,split2_test_NLL,split3_test_NLL,split4_test_NLL,mean_test_NLL,std_test_NLL,rank_test_NLL
0,17.302396392822267,4.0329877246441646,0.09341225624084473,0.0009485303864025428,30,4,0.01,10,1,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.01, 'estimator__num_experts': 10, 'estimator__num_layers': 1}",0.7331602789058653,0.7402254530201531,0.7843049840348039,0.7512008034466698,0.7841604788434666,0.7586103996501918,0.021696245010922887,41,0.39029920542560526,0.40173685390401603,0.4532199345285171,0.43438832430482716,0.45587661051880435,0.42710418573635406,0.026687268640639864,31,-0.6472049186008489,-0.5799449611168671,-0.6179737186924703,-0.5773717659990467,-0.5437243232972263,-0.5932439375412919,0.03578918929224293,30
1,13.46367506980896,1.4447105387757098,0.09503998756408691,0.0018885465183713205,30,4,0.01,10,2,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.01, 'estimator__num_experts': 10, 'estimator__num_layers': 2}",0.7362103211320429,0.7389732477818639,0.7868508916845273,0.7534344658020136,0.7851855003403676,0.760130885348163,0.021937974043039613,25,0.389171955773529,0.40579413953527005,0.4549098691892759,0.44165814169176654,0.46308216072377656,0.43092325338272364,0.028633665853463552,15,-0.6363586597683528,-0.5976367975216258,-0.6066296039060175,-0.5951082914921146,-0.5483050219190293,-0.5968076749214279,0.028343723777715147,43
2,11.855210018157958,1.0758104047708634,0.09768161773681641,0.0021625344484242056,30,4,0.01,10,3,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.01, 'estimator__num_experts': 10, 'estimator__num_layers': 3}",0.7445871423812873,0.7387837066396599,0.7803010675988951,0.7490499937300705,0.7782269983160761,0.7581897817331977,0.01752462429634395,45,0.39830079811555225,0.3905324569810038,0.44664963278135567,0.4383408259988722,0.4578654178595697,0.4263378263472707,0.026902527521924215,36,-0.6326375270527124,-0.5958661495779993,-0.6115471442389997,-0.6018823756604963,-0.5449693440383913,-0.5973805081137198,0.02902840393988276,46
3,29.175544500350952,2.5281323258229045,0.12007288932800293,0.0027727607819779095,30,4,0.01,20,1,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.01, 'estimator__num_experts': 20, 'estimator__num_layers': 1}",0.7379240422284206,0.7402136767953416,0.7822850810933272,0.751906170506252,0.7790544050732685,0.758276675139322,0.018916672659433757,44,0.3905689103265597,0.4013206682833766,0.4511268277341771,0.4372290740302276,0.4535096627301471,0.42675102862089764,0.025984004420278456,34,-0.6133630684010387,-0.5818391742884401,-0.6011209069671419,-0.5838264945669704,-0.5451189726153833,-0.5850537233677949,0.02309197756363349,9
4,26.532180643081666,0.6050797150595939,0.11800227165222169,0.004011954717658469,30,4,0.01,20,2,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.01, 'estimator__num_experts': 20, 'estimator__num_layers': 2}",0.7341085453894959,0.7378040368898654,0.7815712175607065,0.7564742619397371,0.7821714556984702,0.7584259034956549,0.02059107090425091,43,0.38379086850813765,0.3975178003667412,0.4518154184425559,0.43739254435896385,0.4547736620789858,0.42505805875107694,0.029026056350923382,38,-0.6217530869325136,-0.5834783753335109,-0.6170432393702248,-0.587413135307739,-0.5411496183495889,-0.5901674910587154,0.02889649910879429,21
5,21.39125509262085,1.8220617858377528,0.12087945938110352,0.0014921194602197478,30,4,0.01,20,3,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.01, 'estimator__num_experts': 20, 'estimator__num_layers': 3}",0.7433444702773693,0.7377608573988899,0.7796898254539174,0.7544981145426535,0.7741571423453119,0.7578900820036283,0.0165415356819964,47,0.3952811548161395,0.3852029766470701,0.4502443469756576,0.438116604841795,0.4537541249822191,0.4245198416525763,0.028642563247444124,42,-0.6326242107725387,-0.5771564729678593,-0.5943615577475949,-0.5993729121806127,-0.5696072521139262,-0.5946244811565063,0.021897895953030624,37
6,38.041400289535524,6.37724822143691,0.09397335052490234,0.0039723435103726935,30,4,0.05,10,1,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.05, 'estimator__num_experts': 10, 'estimator__num_layers': 1}",0.734345191430946,0.7419094531681969,0.7841956333758399,0.7463908718784709,0.7799904159650317,0.7573663131636972,0.020596161432515216,50,0.3797420177746863,0.3953488245383925,0.44511243600559114,0.434020481139768,0.44753256101259054,0.42035126409420565,0.027615281644809506,53,-0.6314438110811228,-0.5866020693316368,-0.6112868806832091,-0.5909160481922365,-0.5490108075316941,-0.5938519233639799,0.027528287903392897,35
7,28.064439678192137,3.847059883818897,0.09463605880737305,0.002283481408668199,30,4,0.05,10,2,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.05, 'estimator__num_experts': 10, 'estimator__num_layers': 2}",0.7348386713278086,0.7401990967074796,0.7822435839201818,0.7510586104045,0.7785046666188957,0.7573689257957732,0.01953306752457589,49,0.387073978847121,0.38661351230806384,0.42953762913669474,0.42626637244379395,0.44506921350491846,0.41491214124811837,0.023782548874655137,61,-0.622028582145213,-0.618568754308478,-0.6370817906134247,-0.5864595728197566,-0.5569791667216305,-0.6042235733217005,0.028809924224699815,58
8,28.549245166778565,5.031856630587068,0.10189533233642578,0.008618254874415155,30,4,0.05,10,3,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.05, 'estimator__num_experts': 10, 'estimator__num_layers': 3}",0.7419481464782919,0.7409224933744716,0.780834923123683,0.7352651060513776,0.7736969743112034,0.7545335286678054,0.018835738562577822,62,0.39292691419193576,0.37786312984921117,0.44412650528601294,0.41617884470129646,0.4418091104363749,0.41458090089296623,0.026206722071921908,62,-0.6523466097995335,-0.5943970290861128,-0.6064224861216266,-0.6501560187722132,-0.5854633296157128,-0.6177570946790397,0.028153785238532562,67
9,53.32770771980286,8.249733715526629,0.11888065338134765,0.011396814006495275,30,4,0.05,20,1,"{'estimator__h_dim': 30, 'estimator__k': 4, 'estimator__lambda_': 0.05, 'estimator__num_experts': 20, 'estimator__num_layers': 1}",0.7329802708980325,0.7430366061144402,0.7512687480302862,0.7280591657411057,0.731790333560245,0.737427024868822,0.00851308870212759,69,0.3806179458642839,0.3836844498068479,0.43876894317610593,0.42309257597474625,0.39949529414706464,0.4051318417938097,0.022568717056054295,68,-0.6275434832872487,-0.6056496602463147,-0.6363805418180477,-0.6055422854599047,-0.5955725844751558,-0.6141377110573343,0.015264668500257653,66
